,geometry
27629,"POLYGON ((219.375 64.875, 219.375 65.125, 219.125 65.125, 219.125 64.875, 219.375 64.875))"
27630,"POLYGON ((219.625 64.875, 219.625 65.125, 219.375 65.125, 219.375 64.875, 219.625 64.875))"
27631,"POLYGON ((219.875 64.875, 219.875 65.125, 219.625 65.125, 219.625 64.875, 219.875 64.875))"
27632,"POLYGON ((220.125 64.875, 220.125 65.125, 219.875 65.125, 219.875 64.875, 220.125 64.875))"
27633,"POLYGON ((220.375 64.875, 220.375 65.125, 220.125 65.125, 220.125 64.875, 220.375 64.875))"
27634,"POLYGON ((220.625 64.875, 220.625 65.125, 220.375 65.125, 220.375 64.875, 220.625 64.875))"
27635,"POLYGON ((220.875 64.875, 220.875 65.125, 220.625 65.125, 220.625 64.875, 220.875 64.875))"
27636,"POLYGON ((221.125 64.875, 221.125 65.125, 220.875 65.125, 220.875 64.875, 221.125 64.875))"
27637,"POLYGON ((221.375 64.875, 221.375 65.125, 221.125 65.125, 221.125 64.875, 221.375 64.875))"
27638,"POLYGON ((221.625 64.875, 221.625 65.125, 221.375 65.125, 221.375 64.875, 221.625 64.875))"
27639,"POLYGON ((221.875 64.875, 221.875 65.125, 221.625 65.125, 221.625 64.875, 221.875 64.875))"
27640,"POLYGON ((222.125 64.875, 222.125 65.125, 221.875 65.125, 221.875 64.875, 222.125 64.875))"
27641,"POLYGON ((222.375 64.875, 222.375 65.125, 222.125 65.125, 222.125 64.875, 222.375 64.875))"
27642,"POLYGON ((222.625 64.875, 222.625 65.125, 222.375 65.125, 222.375 64.875, 222.625 64.875))"
27643,"POLYGON ((222.875 64.875, 222.875 65.125, 222.625 65.125, 222.625 64.875, 222.875 64.875))"
27644,"POLYGON ((223.125 64.875, 223.125 65.125, 222.875 65.125, 222.875 64.875, 223.125 64.875))"
27645,"POLYGON ((223.375 64.875, 223.375 65.125, 223.125 65.125, 223.125 64.875, 223.375 64.875))"
27646,"POLYGON ((223.625 64.875, 223.625 65.125, 223.375 65.125, 223.375 64.875, 223.625 64.875))"
27647,"POLYGON ((223.875 64.875, 223.875 65.125, 223.625 65.125, 223.625 64.875, 223.875 64.875))"
27648,"POLYGON ((224.125 64.875, 224.125 65.125, 223.875 65.125, 223.875 64.875, 224.125 64.875))"
27649,"POLYGON ((224.375 64.875, 224.375 65.125, 224.125 65.125, 224.125 64.875, 224.375 64.875))"
27650,"POLYGON ((224.625 64.875, 224.625 65.125, 224.375 65.125, 224.375 64.875, 224.625 64.875))"
27651,"POLYGON ((224.875 64.875, 224.875 65.125, 224.625 65.125, 224.625 64.875, 224.875 64.875))"
27652,"POLYGON ((225.125 64.875, 225.125 65.125, 224.875 65.125, 224.875 64.875, 225.125 64.875))"
27653,"POLYGON ((225.375 64.875, 225.375 65.125, 225.125 65.125, 225.125 64.875, 225.375 64.875))"
27654,"POLYGON ((225.625 64.875, 225.625 65.125, 225.375 65.125, 225.375 64.875, 225.625 64.875))"
27655,"POLYGON ((225.875 64.875, 225.875 65.125, 225.625 65.125, 225.625 64.875, 225.875 64.875))"
27656,"POLYGON ((226.125 64.875, 226.125 65.125, 225.875 65.125, 225.875 64.875, 226.125 64.875))"
27657,"POLYGON ((226.375 64.875, 226.375 65.125, 226.125 65.125, 226.125 64.875, 226.375 64.875))"
27658,"POLYGON ((226.625 64.875, 226.625 65.125, 226.375 65.125, 226.375 64.875, 226.625 64.875))"
27659,"POLYGON ((226.875 64.875, 226.875 65.125, 226.625 65.125, 226.625 64.875, 226.875 64.875))"
27660,"POLYGON ((227.125 64.875, 227.125 65.125, 226.875 65.125, 226.875 64.875, 227.125 64.875))"
27661,"POLYGON ((227.375 64.875, 227.375 65.125, 227.125 65.125, 227.125 64.875, 227.375 64.875))"
27662,"POLYGON ((227.625 64.875, 227.625 65.125, 227.375 65.125, 227.375 64.875, 227.625 64.875))"
27663,"POLYGON ((227.875 64.875, 227.875 65.125, 227.625 65.125, 227.625 64.875, 227.875 64.875))"
27664,"POLYGON ((228.125 64.875, 228.125 65.125, 227.875 65.125, 227.875 64.875, 228.125 64.875))"
27665,"POLYGON ((228.375 64.875, 228.375 65.125, 228.125 65.125, 228.125 64.875, 228.375 64.875))"
27666,"POLYGON ((228.625 64.875, 228.625 65.125, 228.375 65.125, 228.375 64.875, 228.625 64.875))"
27667,"POLYGON ((228.875 64.875, 228.875 65.125, 228.625 65.125, 228.625 64.875, 228.875 64.875))"
27668,"POLYGON ((229.125 64.875, 229.125 65.125, 228.875 65.125, 228.875 64.875, 229.125 64.875))"
27669,"POLYGON ((229.375 64.875, 229.375 65.125, 229.125 65.125, 229.125 64.875, 229.375 64.875))"
27670,"POLYGON ((229.625 64.875, 229.625 65.125, 229.375 65.125, 229.375 64.875, 229.625 64.875))"
27671,"POLYGON ((229.875 64.875, 229.875 65.125, 229.625 65.125, 229.625 64.875, 229.875 64.875))"
27672,"POLYGON ((230.125 64.875, 230.125 65.125, 229.875 65.125, 229.875 64.875, 230.125 64.875))"
27673,"POLYGON ((230.375 64.875, 230.375 65.125, 230.125 65.125, 230.125 64.875, 230.375 64.875))"
27674,"POLYGON ((230.625 64.875, 230.625 65.125, 230.375 65.125, 230.375 64.875, 230.625 64.875))"
27675,"POLYGON ((230.875 64.875, 230.875 65.125, 230.625 65.125, 230.625 64.875, 230.875 64.875))"
27676,"POLYGON ((231.125 64.875, 231.125 65.125, 230.875 65.125, 230.875 64.875, 231.125 64.875))"
27677,"POLYGON ((231.375 64.875, 231.375 65.125, 231.125 65.125, 231.125 64.875, 231.375 64.875))"
27678,"POLYGON ((231.625 64.875, 231.625 65.125, 231.375 65.125, 231.375 64.875, 231.625 64.875))"
27679,"POLYGON ((231.875 64.875, 231.875 65.125, 231.625 65.125, 231.625 64.875, 231.875 64.875))"
27680,"POLYGON ((232.125 64.875, 232.125 65.125, 231.875 65.125, 231.875 64.875, 232.125 64.875))"
27681,"POLYGON ((232.375 64.875, 232.375 65.125, 232.125 65.125, 232.125 64.875, 232.375 64.875))"
27682,"POLYGON ((232.625 64.875, 232.625 65.125, 232.375 65.125, 232.375 64.875, 232.625 64.875))"
27683,"POLYGON ((232.875 64.875, 232.875 65.125, 232.625 65.125, 232.625 64.875, 232.875 64.875))"
27684,"POLYGON ((233.125 64.875, 233.125 65.125, 232.875 65.125, 232.875 64.875, 233.125 64.875))"
27685,"POLYGON ((233.375 64.875, 233.375 65.125, 233.125 65.125, 233.125 64.875, 233.375 64.875))"
27686,"POLYGON ((233.625 64.875, 233.625 65.125, 233.375 65.125, 233.375 64.875, 233.625 64.875))"
27687,"POLYGON ((233.875 64.875, 233.875 65.125, 233.625 65.125, 233.625 64.875, 233.875 64.875))"
27688,"POLYGON ((234.125 64.875, 234.125 65.125, 233.875 65.125, 233.875 64.875, 234.125 64.875))"
27689,"POLYGON ((234.375 64.875, 234.375 65.125, 234.125 65.125, 234.125 64.875, 234.375 64.875))"
27690,"POLYGON ((234.625 64.875, 234.625 65.125, 234.375 65.125, 234.375 64.875, 234.625 64.875))"
27691,"POLYGON ((234.875 64.875, 234.875 65.125, 234.625 65.125, 234.625 64.875, 234.875 64.875))"
27692,"POLYGON ((235.125 64.875, 235.125 65.125, 234.875 65.125, 234.875 64.875, 235.125 64.875))"
27693,"POLYGON ((235.375 64.875, 235.375 65.125, 235.125 65.125, 235.125 64.875, 235.375 64.875))"
27694,"POLYGON ((235.625 64.875, 235.625 65.125, 235.375 65.125, 235.375 64.875, 235.625 64.875))"
27695,"POLYGON ((235.875 64.875, 235.875 65.125, 235.625 65.125, 235.625 64.875, 235.875 64.875))"
27696,"POLYGON ((236.125 64.875, 236.125 65.125, 235.875 65.125, 235.875 64.875, 236.125 64.875))"
27697,"POLYGON ((236.375 64.875, 236.375 65.125, 236.125 65.125, 236.125 64.875, 236.375 64.875))"
27698,"POLYGON ((236.625 64.875, 236.625 65.125, 236.375 65.125, 236.375 64.875, 236.625 64.875))"
27699,"POLYGON ((236.875 64.875, 236.875 65.125, 236.625 65.125, 236.625 64.875, 236.875 64.875))"
27700,"POLYGON ((237.125 64.875, 237.125 65.125, 236.875 65.125, 236.875 64.875, 237.125 64.875))"
27701,"POLYGON ((237.375 64.875, 237.375 65.125, 237.125 65.125, 237.125 64.875, 237.375 64.875))"
27702,"POLYGON ((237.625 64.875, 237.625 65.125, 237.375 65.125, 237.375 64.875, 237.625 64.875))"
27703,"POLYGON ((237.875 64.875, 237.875 65.125, 237.625 65.125, 237.625 64.875, 237.875 64.875))"
27704,"POLYGON ((238.125 64.875, 238.125 65.125, 237.875 65.125, 237.875 64.875, 238.125 64.875))"
27705,"POLYGON ((238.375 64.875, 238.375 65.125, 238.125 65.125, 238.125 64.875, 238.375 64.875))"
27706,"POLYGON ((238.625 64.875, 238.625 65.125, 238.375 65.125, 238.375 64.875, 238.625 64.875))"
27707,"POLYGON ((238.875 64.875, 238.875 65.125, 238.625 65.125, 238.625 64.875, 238.875 64.875))"
27708,"POLYGON ((239.125 64.875, 239.125 65.125, 238.875 65.125, 238.875 64.875, 239.125 64.875))"
27709,"POLYGON ((239.375 64.875, 239.375 65.125, 239.125 65.125, 239.125 64.875, 239.375 64.875))"
27710,"POLYGON ((239.625 64.875, 239.625 65.125, 239.375 65.125, 239.375 64.875, 239.625 64.875))"
27711,"POLYGON ((239.875 64.875, 239.875 65.125, 239.625 65.125, 239.625 64.875, 239.875 64.875))"
27712,"POLYGON ((240.125 64.875, 240.125 65.125, 239.875 65.125, 239.875 64.875, 240.125 64.875))"
27713,"POLYGON ((240.375 64.875, 240.375 65.125, 240.125 65.125, 240.125 64.875, 240.375 64.875))"
27714,"POLYGON ((240.625 64.875, 240.625 65.125, 240.375 65.125, 240.375 64.875, 240.625 64.875))"
27715,"POLYGON ((240.875 64.875, 240.875 65.125, 240.625 65.125, 240.625 64.875, 240.875 64.875))"
27716,"POLYGON ((241.125 64.875, 241.125 65.125, 240.875 65.125, 240.875 64.875, 241.125 64.875))"
27717,"POLYGON ((241.375 64.875, 241.375 65.125, 241.125 65.125, 241.125 64.875, 241.375 64.875))"
27718,"POLYGON ((241.625 64.875, 241.625 65.125, 241.375 65.125, 241.375 64.875, 241.625 64.875))"
27719,"POLYGON ((241.875 64.875, 241.875 65.125, 241.625 65.125, 241.625 64.875, 241.875 64.875))"
27720,"POLYGON ((242.125 64.875, 242.125 65.125, 241.875 65.125, 241.875 64.875, 242.125 64.875))"
27721,"POLYGON ((242.375 64.875, 242.375 65.125, 242.125 65.125, 242.125 64.875, 242.375 64.875))"
27722,"POLYGON ((242.625 64.875, 242.625 65.125, 242.375 65.125, 242.375 64.875, 242.625 64.875))"
27723,"POLYGON ((242.875 64.875, 242.875 65.125, 242.625 65.125, 242.625 64.875, 242.875 64.875))"
27724,"POLYGON ((243.125 64.875, 243.125 65.125, 242.875 65.125, 242.875 64.875, 243.125 64.875))"
27725,"POLYGON ((243.375 64.875, 243.375 65.125, 243.125 65.125, 243.125 64.875, 243.375 64.875))"
27726,"POLYGON ((243.625 64.875, 243.625 65.125, 243.375 65.125, 243.375 64.875, 243.625 64.875))"
27727,"POLYGON ((243.875 64.875, 243.875 65.125, 243.625 65.125, 243.625 64.875, 243.875 64.875))"
27728,"POLYGON ((244.125 64.875, 244.125 65.125, 243.875 65.125, 243.875 64.875, 244.125 64.875))"
27729,"POLYGON ((244.375 64.875, 244.375 65.125, 244.125 65.125, 244.125 64.875, 244.375 64.875))"
27730,"POLYGON ((244.625 64.875, 244.625 65.125, 244.375 65.125, 244.375 64.875, 244.625 64.875))"
27731,"POLYGON ((244.875 64.875, 244.875 65.125, 244.625 65.125, 244.625 64.875, 244.875 64.875))"
27732,"POLYGON ((245.125 64.875, 245.125 65.125, 244.875 65.125, 244.875 64.875, 245.125 64.875))"
27733,"POLYGON ((245.375 64.875, 245.375 65.125, 245.125 65.125, 245.125 64.875, 245.375 64.875))"
27734,"POLYGON ((245.625 64.875, 245.625 65.125, 245.375 65.125, 245.375 64.875, 245.625 64.875))"
27735,"POLYGON ((245.875 64.875, 245.875 65.125, 245.625 65.125, 245.625 64.875, 245.875 64.875))"
27736,"POLYGON ((246.125 64.875, 246.125 65.125, 245.875 65.125, 245.875 64.875, 246.125 64.875))"
27737,"POLYGON ((246.375 64.875, 246.375 65.125, 246.125 65.125, 246.125 64.875, 246.375 64.875))"
27738,"POLYGON ((246.625 64.875, 246.625 65.125, 246.375 65.125, 246.375 64.875, 246.625 64.875))"
27739,"POLYGON ((246.875 64.875, 246.875 65.125, 246.625 65.125, 246.625 64.875, 246.875 64.875))"
27740,"POLYGON ((247.125 64.875, 247.125 65.125, 246.875 65.125, 246.875 64.875, 247.125 64.875))"
27741,"POLYGON ((247.375 64.875, 247.375 65.125, 247.125 65.125, 247.125 64.875, 247.375 64.875))"
27742,"POLYGON ((247.625 64.875, 247.625 65.125, 247.375 65.125, 247.375 64.875, 247.625 64.875))"
27743,"POLYGON ((247.875 64.875, 247.875 65.125, 247.625 65.125, 247.625 64.875, 247.875 64.875))"
27744,"POLYGON ((248.125 64.875, 248.125 65.125, 247.875 65.125, 247.875 64.875, 248.125 64.875))"
27745,"POLYGON ((248.375 64.875, 248.375 65.125, 248.125 65.125, 248.125 64.875, 248.375 64.875))"
27746,"POLYGON ((248.625 64.875, 248.625 65.125, 248.375 65.125, 248.375 64.875, 248.625 64.875))"
27747,"POLYGON ((248.875 64.875, 248.875 65.125, 248.625 65.125, 248.625 64.875, 248.875 64.875))"
27748,"POLYGON ((249.125 64.875, 249.125 65.125, 248.875 65.125, 248.875 64.875, 249.125 64.875))"
27749,"POLYGON ((249.375 64.875, 249.375 65.125, 249.125 65.125, 249.125 64.875, 249.375 64.875))"
27750,"POLYGON ((249.625 64.875, 249.625 65.125, 249.375 65.125, 249.375 64.875, 249.625 64.875))"
27751,"POLYGON ((249.875 64.875, 249.875 65.125, 249.625 65.125, 249.625 64.875, 249.875 64.875))"
27752,"POLYGON ((250.125 64.875, 250.125 65.125, 249.875 65.125, 249.875 64.875, 250.125 64.875))"
27753,"POLYGON ((250.375 64.875, 250.375 65.125, 250.125 65.125, 250.125 64.875, 250.375 64.875))"
27754,"POLYGON ((250.625 64.875, 250.625 65.125, 250.375 65.125, 250.375 64.875, 250.625 64.875))"
27755,"POLYGON ((250.875 64.875, 250.875 65.125, 250.625 65.125, 250.625 64.875, 250.875 64.875))"
27756,"POLYGON ((251.125 64.875, 251.125 65.125, 250.875 65.125, 250.875 64.875, 251.125 64.875))"
27757,"POLYGON ((251.375 64.875, 251.375 65.125, 251.125 65.125, 251.125 64.875, 251.375 64.875))"
27758,"POLYGON ((251.625 64.875, 251.625 65.125, 251.375 65.125, 251.375 64.875, 251.625 64.875))"
27759,"POLYGON ((251.875 64.875, 251.875 65.125, 251.625 65.125, 251.625 64.875, 251.875 64.875))"
27760,"POLYGON ((252.125 64.875, 252.125 65.125, 251.875 65.125, 251.875 64.875, 252.125 64.875))"
27761,"POLYGON ((252.375 64.875, 252.375 65.125, 252.125 65.125, 252.125 64.875, 252.375 64.875))"
27762,"POLYGON ((252.625 64.875, 252.625 65.125, 252.375 65.125, 252.375 64.875, 252.625 64.875))"
27763,"POLYGON ((252.875 64.875, 252.875 65.125, 252.625 65.125, 252.625 64.875, 252.875 64.875))"
27764,"POLYGON ((253.125 64.875, 253.125 65.125, 252.875 65.125, 252.875 64.875, 253.125 64.875))"
27765,"POLYGON ((253.375 64.875, 253.375 65.125, 253.125 65.125, 253.125 64.875, 253.375 64.875))"
27766,"POLYGON ((253.625 64.875, 253.625 65.125, 253.375 65.125, 253.375 64.875, 253.625 64.875))"
27767,"POLYGON ((253.875 64.875, 253.875 65.125, 253.625 65.125, 253.625 64.875, 253.875 64.875))"
27768,"POLYGON ((254.125 64.875, 254.125 65.125, 253.875 65.125, 253.875 64.875, 254.125 64.875))"
27769,"POLYGON ((254.375 64.875, 254.375 65.125, 254.125 65.125, 254.125 64.875, 254.375 64.875))"
27770,"POLYGON ((254.625 64.875, 254.625 65.125, 254.375 65.125, 254.375 64.875, 254.625 64.875))"
27771,"POLYGON ((254.875 64.875, 254.875 65.125, 254.625 65.125, 254.625 64.875, 254.875 64.875))"
27772,"POLYGON ((255.125 64.875, 255.125 65.125, 254.875 65.125, 254.875 64.875, 255.125 64.875))"
27773,"POLYGON ((255.375 64.875, 255.375 65.125, 255.125 65.125, 255.125 64.875, 255.375 64.875))"
27774,"POLYGON ((255.625 64.875, 255.625 65.125, 255.375 65.125, 255.375 64.875, 255.625 64.875))"
27775,"POLYGON ((255.875 64.875, 255.875 65.125, 255.625 65.125, 255.625 64.875, 255.875 64.875))"
27776,"POLYGON ((256.125 64.875, 256.125 65.125, 255.875 65.125, 255.875 64.875, 256.125 64.875))"
27777,"POLYGON ((256.375 64.875, 256.375 65.125, 256.125 65.125, 256.125 64.875, 256.375 64.875))"
27778,"POLYGON ((256.625 64.875, 256.625 65.125, 256.375 65.125, 256.375 64.875, 256.625 64.875))"
27779,"POLYGON ((256.875 64.875, 256.875 65.125, 256.625 65.125, 256.625 64.875, 256.875 64.875))"
27780,"POLYGON ((257.125 64.875, 257.125 65.125, 256.875 65.125, 256.875 64.875, 257.125 64.875))"
27781,"POLYGON ((257.375 64.875, 257.375 65.125, 257.125 65.125, 257.125 64.875, 257.375 64.875))"
27782,"POLYGON ((257.625 64.875, 257.625 65.125, 257.375 65.125, 257.375 64.875, 257.625 64.875))"
27783,"POLYGON ((257.875 64.875, 257.875 65.125, 257.625 65.125, 257.625 64.875, 257.875 64.875))"
27784,"POLYGON ((258.125 64.875, 258.125 65.125, 257.875 65.125, 257.875 64.875, 258.125 64.875))"
27785,"POLYGON ((258.375 64.875, 258.375 65.125, 258.125 65.125, 258.125 64.875, 258.375 64.875))"
27786,"POLYGON ((258.625 64.875, 258.625 65.125, 258.375 65.125, 258.375 64.875, 258.625 64.875))"
27787,"POLYGON ((258.875 64.875, 258.875 65.125, 258.625 65.125, 258.625 64.875, 258.875 64.875))"
27788,"POLYGON ((259.125 64.875, 259.125 65.125, 258.875 65.125, 258.875 64.875, 259.125 64.875))"
27789,"POLYGON ((259.375 64.875, 259.375 65.125, 259.125 65.125, 259.125 64.875, 259.375 64.875))"
27790,"POLYGON ((259.625 64.875, 259.625 65.125, 259.375 65.125, 259.375 64.875, 259.625 64.875))"
27791,"POLYGON ((259.875 64.875, 259.875 65.125, 259.625 65.125, 259.625 64.875, 259.875 64.875))"
27792,"POLYGON ((260.125 64.875, 260.125 65.125, 259.875 65.125, 259.875 64.875, 260.125 64.875))"
27793,"POLYGON ((260.375 64.875, 260.375 65.125, 260.125 65.125, 260.125 64.875, 260.375 64.875))"
27794,"POLYGON ((260.625 64.875, 260.625 65.125, 260.375 65.125, 260.375 64.875, 260.625 64.875))"
27795,"POLYGON ((260.875 64.875, 260.875 65.125, 260.625 65.125, 260.625 64.875, 260.875 64.875))"
27796,"POLYGON ((261.125 64.875, 261.125 65.125, 260.875 65.125, 260.875 64.875, 261.125 64.875))"
27797,"POLYGON ((171.125 65.125, 171.125 65.375, 170.875 65.375, 170.875 65.125, 171.125 65.125))"
27798,"POLYGON ((171.375 65.125, 171.375 65.375, 171.125 65.375, 171.125 65.125, 171.375 65.125))"
27799,"POLYGON ((171.625 65.125, 171.625 65.375, 171.375 65.375, 171.375 65.125, 171.625 65.125))"
27800,"POLYGON ((171.875 65.125, 171.875 65.375, 171.625 65.375, 171.625 65.125, 171.875 65.125))"
27801,"POLYGON ((172.125 65.125, 172.125 65.375, 171.875 65.375, 171.875 65.125, 172.125 65.125))"
27802,"POLYGON ((172.375 65.125, 172.375 65.375, 172.125 65.375, 172.125 65.125, 172.375 65.125))"
27803,"POLYGON ((172.625 65.125, 172.625 65.375, 172.375 65.375, 172.375 65.125, 172.625 65.125))"
27804,"POLYGON ((172.875 65.125, 172.875 65.375, 172.625 65.375, 172.625 65.125, 172.875 65.125))"
27805,"POLYGON ((173.125 65.125, 173.125 65.375, 172.875 65.375, 172.875 65.125, 173.125 65.125))"
27806,"POLYGON ((173.375 65.125, 173.375 65.375, 173.125 65.375, 173.125 65.125, 173.375 65.125))"
27807,"POLYGON ((173.625 65.125, 173.625 65.375, 173.375 65.375, 173.375 65.125, 173.625 65.125))"
27808,"POLYGON ((173.875 65.125, 173.875 65.375, 173.625 65.375, 173.625 65.125, 173.875 65.125))"
27809,"POLYGON ((174.125 65.125, 174.125 65.375, 173.875 65.375, 173.875 65.125, 174.125 65.125))"
27810,"POLYGON ((174.375 65.125, 174.375 65.375, 174.125 65.375, 174.125 65.125, 174.375 65.125))"
27811,"POLYGON ((174.625 65.125, 174.625 65.375, 174.375 65.375, 174.375 65.125, 174.625 65.125))"
27812,"POLYGON ((174.875 65.125, 174.875 65.375, 174.625 65.375, 174.625 65.125, 174.875 65.125))"
27813,"POLYGON ((175.125 65.125, 175.125 65.375, 174.875 65.375, 174.875 65.125, 175.125 65.125))"
27814,"POLYGON ((175.375 65.125, 175.375 65.375, 175.125 65.375, 175.125 65.125, 175.375 65.125))"
27815,"POLYGON ((175.625 65.125, 175.625 65.375, 175.375 65.375, 175.375 65.125, 175.625 65.125))"
27816,"POLYGON ((175.875 65.125, 175.875 65.375, 175.625 65.375, 175.625 65.125, 175.875 65.125))"
27817,"POLYGON ((176.125 65.125, 176.125 65.375, 175.875 65.375, 175.875 65.125, 176.125 65.125))"
27818,"POLYGON ((176.375 65.125, 176.375 65.375, 176.125 65.375, 176.125 65.125, 176.375 65.125))"
27819,"POLYGON ((176.625 65.125, 176.625 65.375, 176.375 65.375, 176.375 65.125, 176.625 65.125))"
27820,"POLYGON ((176.875 65.125, 176.875 65.375, 176.625 65.375, 176.625 65.125, 176.875 65.125))"
27821,"POLYGON ((177.125 65.125, 177.125 65.375, 176.875 65.375, 176.875 65.125, 177.125 65.125))"
27822,"POLYGON ((177.375 65.125, 177.375 65.375, 177.125 65.375, 177.125 65.125, 177.375 65.125))"
27823,"POLYGON ((177.625 65.125, 177.625 65.375, 177.375 65.375, 177.375 65.125, 177.625 65.125))"
27824,"POLYGON ((177.875 65.125, 177.875 65.375, 177.625 65.375, 177.625 65.125, 177.875 65.125))"
27825,"POLYGON ((178.125 65.125, 178.125 65.375, 177.875 65.375, 177.875 65.125, 178.125 65.125))"
27826,"POLYGON ((178.375 65.125, 178.375 65.375, 178.125 65.375, 178.125 65.125, 178.375 65.125))"
27827,"POLYGON ((178.625 65.125, 178.625 65.375, 178.375 65.375, 178.375 65.125, 178.625 65.125))"
27828,"POLYGON ((178.875 65.125, 178.875 65.375, 178.625 65.375, 178.625 65.125, 178.875 65.125))"
27829,"POLYGON ((179.125 65.125, 179.125 65.375, 178.875 65.375, 178.875 65.125, 179.125 65.125))"
27830,"POLYGON ((179.375 65.125, 179.375 65.375, 179.125 65.375, 179.125 65.125, 179.375 65.125))"
27831,"POLYGON ((179.625 65.125, 179.625 65.375, 179.375 65.375, 179.375 65.125, 179.625 65.125))"
27832,"POLYGON ((179.875 65.125, 179.875 65.375, 179.625 65.375, 179.625 65.125, 179.875 65.125))"
27833,"POLYGON ((180.125 65.125, 180.125 65.375, 179.875 65.375, 179.875 65.125, 180.125 65.125))"
27834,"POLYGON ((180.375 65.125, 180.375 65.375, 180.125 65.375, 180.125 65.125, 180.375 65.125))"
27835,"POLYGON ((180.625 65.125, 180.625 65.375, 180.375 65.375, 180.375 65.125, 180.625 65.125))"
27836,"POLYGON ((180.875 65.125, 180.875 65.375, 180.625 65.375, 180.625 65.125, 180.875 65.125))"
27837,"POLYGON ((181.125 65.125, 181.125 65.375, 180.875 65.375, 180.875 65.125, 181.125 65.125))"
27838,"POLYGON ((181.375 65.125, 181.375 65.375, 181.125 65.375, 181.125 65.125, 181.375 65.125))"
27839,"POLYGON ((181.625 65.125, 181.625 65.375, 181.375 65.375, 181.375 65.125, 181.625 65.125))"
27840,"POLYGON ((181.875 65.125, 181.875 65.375, 181.625 65.375, 181.625 65.125, 181.875 65.125))"
27841,"POLYGON ((182.125 65.125, 182.125 65.375, 181.875 65.375, 181.875 65.125, 182.125 65.125))"
27842,"POLYGON ((182.375 65.125, 182.375 65.375, 182.125 65.375, 182.125 65.125, 182.375 65.125))"
27843,"POLYGON ((182.625 65.125, 182.625 65.375, 182.375 65.375, 182.375 65.125, 182.625 65.125))"
27844,"POLYGON ((182.875 65.125, 182.875 65.375, 182.625 65.375, 182.625 65.125, 182.875 65.125))"
27845,"POLYGON ((183.125 65.125, 183.125 65.375, 182.875 65.375, 182.875 65.125, 183.125 65.125))"
27846,"POLYGON ((183.375 65.125, 183.375 65.375, 183.125 65.375, 183.125 65.125, 183.375 65.125))"
27847,"POLYGON ((183.625 65.125, 183.625 65.375, 183.375 65.375, 183.375 65.125, 183.625 65.125))"
27848,"POLYGON ((183.875 65.125, 183.875 65.375, 183.625 65.375, 183.625 65.125, 183.875 65.125))"
27849,"POLYGON ((184.125 65.125, 184.125 65.375, 183.875 65.375, 183.875 65.125, 184.125 65.125))"
27850,"POLYGON ((184.375 65.125, 184.375 65.375, 184.125 65.375, 184.125 65.125, 184.375 65.125))"
27851,"POLYGON ((184.625 65.125, 184.625 65.375, 184.375 65.375, 184.375 65.125, 184.625 65.125))"
27852,"POLYGON ((184.875 65.125, 184.875 65.375, 184.625 65.375, 184.625 65.125, 184.875 65.125))"
27853,"POLYGON ((185.125 65.125, 185.125 65.375, 184.875 65.375, 184.875 65.125, 185.125 65.125))"
27854,"POLYGON ((185.375 65.125, 185.375 65.375, 185.125 65.375, 185.125 65.125, 185.375 65.125))"
27855,"POLYGON ((185.625 65.125, 185.625 65.375, 185.375 65.375, 185.375 65.125, 185.625 65.125))"
27856,"POLYGON ((185.875 65.125, 185.875 65.375, 185.625 65.375, 185.625 65.125, 185.875 65.125))"
27857,"POLYGON ((186.125 65.125, 186.125 65.375, 185.875 65.375, 185.875 65.125, 186.125 65.125))"
27858,"POLYGON ((186.375 65.125, 186.375 65.375, 186.125 65.375, 186.125 65.125, 186.375 65.125))"
27859,"POLYGON ((186.625 65.125, 186.625 65.375, 186.375 65.375, 186.375 65.125, 186.625 65.125))"
27860,"POLYGON ((186.875 65.125, 186.875 65.375, 186.625 65.375, 186.625 65.125, 186.875 65.125))"
27861,"POLYGON ((187.125 65.125, 187.125 65.375, 186.875 65.375, 186.875 65.125, 187.125 65.125))"
27862,"POLYGON ((187.375 65.125, 187.375 65.375, 187.125 65.375, 187.125 65.125, 187.375 65.125))"
27863,"POLYGON ((187.625 65.125, 187.625 65.375, 187.375 65.375, 187.375 65.125, 187.625 65.125))"
27864,"POLYGON ((187.875 65.125, 187.875 65.375, 187.625 65.375, 187.625 65.125, 187.875 65.125))"
27865,"POLYGON ((188.125 65.125, 188.125 65.375, 187.875 65.375, 187.875 65.125, 188.125 65.125))"
27866,"POLYGON ((188.375 65.125, 188.375 65.375, 188.125 65.375, 188.125 65.125, 188.375 65.125))"
27867,"POLYGON ((188.625 65.125, 188.625 65.375, 188.375 65.375, 188.375 65.125, 188.625 65.125))"
27868,"POLYGON ((188.875 65.125, 188.875 65.375, 188.625 65.375, 188.625 65.125, 188.875 65.125))"
27869,"POLYGON ((189.125 65.125, 189.125 65.375, 188.875 65.375, 188.875 65.125, 189.125 65.125))"
27870,"POLYGON ((189.375 65.125, 189.375 65.375, 189.125 65.375, 189.125 65.125, 189.375 65.125))"
27871,"POLYGON ((189.625 65.125, 189.625 65.375, 189.375 65.375, 189.375 65.125, 189.625 65.125))"
27872,"POLYGON ((189.875 65.125, 189.875 65.375, 189.625 65.375, 189.625 65.125, 189.875 65.125))"
27873,"POLYGON ((190.125 65.125, 190.125 65.375, 189.875 65.375, 189.875 65.125, 190.125 65.125))"
