,geometry
27874,"POLYGON ((190.375 65.125, 190.375 65.375, 190.125 65.375, 190.125 65.125, 190.375 65.125))"
27875,"POLYGON ((190.625 65.125, 190.625 65.375, 190.375 65.375, 190.375 65.125, 190.625 65.125))"
27876,"POLYGON ((190.875 65.125, 190.875 65.375, 190.625 65.375, 190.625 65.125, 190.875 65.125))"
27877,"POLYGON ((191.125 65.125, 191.125 65.375, 190.875 65.375, 190.875 65.125, 191.125 65.125))"
27878,"POLYGON ((191.375 65.125, 191.375 65.375, 191.125 65.375, 191.125 65.125, 191.375 65.125))"
27879,"POLYGON ((191.625 65.125, 191.625 65.375, 191.375 65.375, 191.375 65.125, 191.625 65.125))"
27880,"POLYGON ((191.875 65.125, 191.875 65.375, 191.625 65.375, 191.625 65.125, 191.875 65.125))"
27881,"POLYGON ((192.125 65.125, 192.125 65.375, 191.875 65.375, 191.875 65.125, 192.125 65.125))"
27882,"POLYGON ((192.375 65.125, 192.375 65.375, 192.125 65.375, 192.125 65.125, 192.375 65.125))"
27883,"POLYGON ((192.625 65.125, 192.625 65.375, 192.375 65.375, 192.375 65.125, 192.625 65.125))"
27884,"POLYGON ((192.875 65.125, 192.875 65.375, 192.625 65.375, 192.625 65.125, 192.875 65.125))"
27885,"POLYGON ((193.125 65.125, 193.125 65.375, 192.875 65.375, 192.875 65.125, 193.125 65.125))"
27886,"POLYGON ((193.375 65.125, 193.375 65.375, 193.125 65.375, 193.125 65.125, 193.375 65.125))"
27887,"POLYGON ((193.625 65.125, 193.625 65.375, 193.375 65.375, 193.375 65.125, 193.625 65.125))"
27888,"POLYGON ((193.875 65.125, 193.875 65.375, 193.625 65.375, 193.625 65.125, 193.875 65.125))"
27889,"POLYGON ((194.125 65.125, 194.125 65.375, 193.875 65.375, 193.875 65.125, 194.125 65.125))"
27890,"POLYGON ((194.375 65.125, 194.375 65.375, 194.125 65.375, 194.125 65.125, 194.375 65.125))"
27891,"POLYGON ((194.625 65.125, 194.625 65.375, 194.375 65.375, 194.375 65.125, 194.625 65.125))"
27892,"POLYGON ((194.875 65.125, 194.875 65.375, 194.625 65.375, 194.625 65.125, 194.875 65.125))"
27893,"POLYGON ((195.125 65.125, 195.125 65.375, 194.875 65.375, 194.875 65.125, 195.125 65.125))"
27894,"POLYGON ((195.375 65.125, 195.375 65.375, 195.125 65.375, 195.125 65.125, 195.375 65.125))"
27895,"POLYGON ((195.625 65.125, 195.625 65.375, 195.375 65.375, 195.375 65.125, 195.625 65.125))"
27896,"POLYGON ((195.875 65.125, 195.875 65.375, 195.625 65.375, 195.625 65.125, 195.875 65.125))"
27897,"POLYGON ((196.125 65.125, 196.125 65.375, 195.875 65.375, 195.875 65.125, 196.125 65.125))"
27898,"POLYGON ((196.375 65.125, 196.375 65.375, 196.125 65.375, 196.125 65.125, 196.375 65.125))"
27899,"POLYGON ((196.625 65.125, 196.625 65.375, 196.375 65.375, 196.375 65.125, 196.625 65.125))"
27900,"POLYGON ((196.875 65.125, 196.875 65.375, 196.625 65.375, 196.625 65.125, 196.875 65.125))"
27901,"POLYGON ((197.125 65.125, 197.125 65.375, 196.875 65.375, 196.875 65.125, 197.125 65.125))"
27902,"POLYGON ((197.375 65.125, 197.375 65.375, 197.125 65.375, 197.125 65.125, 197.375 65.125))"
27903,"POLYGON ((197.625 65.125, 197.625 65.375, 197.375 65.375, 197.375 65.125, 197.625 65.125))"
27904,"POLYGON ((197.875 65.125, 197.875 65.375, 197.625 65.375, 197.625 65.125, 197.875 65.125))"
27905,"POLYGON ((198.125 65.125, 198.125 65.375, 197.875 65.375, 197.875 65.125, 198.125 65.125))"
27906,"POLYGON ((198.375 65.125, 198.375 65.375, 198.125 65.375, 198.125 65.125, 198.375 65.125))"
27907,"POLYGON ((198.625 65.125, 198.625 65.375, 198.375 65.375, 198.375 65.125, 198.625 65.125))"
27908,"POLYGON ((198.875 65.125, 198.875 65.375, 198.625 65.375, 198.625 65.125, 198.875 65.125))"
27909,"POLYGON ((199.125 65.125, 199.125 65.375, 198.875 65.375, 198.875 65.125, 199.125 65.125))"
27910,"POLYGON ((199.375 65.125, 199.375 65.375, 199.125 65.375, 199.125 65.125, 199.375 65.125))"
27911,"POLYGON ((199.625 65.125, 199.625 65.375, 199.375 65.375, 199.375 65.125, 199.625 65.125))"
27912,"POLYGON ((199.875 65.125, 199.875 65.375, 199.625 65.375, 199.625 65.125, 199.875 65.125))"
27913,"POLYGON ((200.125 65.125, 200.125 65.375, 199.875 65.375, 199.875 65.125, 200.125 65.125))"
27914,"POLYGON ((200.375 65.125, 200.375 65.375, 200.125 65.375, 200.125 65.125, 200.375 65.125))"
27915,"POLYGON ((200.625 65.125, 200.625 65.375, 200.375 65.375, 200.375 65.125, 200.625 65.125))"
27916,"POLYGON ((200.875 65.125, 200.875 65.375, 200.625 65.375, 200.625 65.125, 200.875 65.125))"
27917,"POLYGON ((201.125 65.125, 201.125 65.375, 200.875 65.375, 200.875 65.125, 201.125 65.125))"
27918,"POLYGON ((201.375 65.125, 201.375 65.375, 201.125 65.375, 201.125 65.125, 201.375 65.125))"
27919,"POLYGON ((201.625 65.125, 201.625 65.375, 201.375 65.375, 201.375 65.125, 201.625 65.125))"
27920,"POLYGON ((201.875 65.125, 201.875 65.375, 201.625 65.375, 201.625 65.125, 201.875 65.125))"
27921,"POLYGON ((202.125 65.125, 202.125 65.375, 201.875 65.375, 201.875 65.125, 202.125 65.125))"
27922,"POLYGON ((202.375 65.125, 202.375 65.375, 202.125 65.375, 202.125 65.125, 202.375 65.125))"
27923,"POLYGON ((202.625 65.125, 202.625 65.375, 202.375 65.375, 202.375 65.125, 202.625 65.125))"
27924,"POLYGON ((202.875 65.125, 202.875 65.375, 202.625 65.375, 202.625 65.125, 202.875 65.125))"
27925,"POLYGON ((203.125 65.125, 203.125 65.375, 202.875 65.375, 202.875 65.125, 203.125 65.125))"
27926,"POLYGON ((203.375 65.125, 203.375 65.375, 203.125 65.375, 203.125 65.125, 203.375 65.125))"
27927,"POLYGON ((203.625 65.125, 203.625 65.375, 203.375 65.375, 203.375 65.125, 203.625 65.125))"
27928,"POLYGON ((203.875 65.125, 203.875 65.375, 203.625 65.375, 203.625 65.125, 203.875 65.125))"
27929,"POLYGON ((204.125 65.125, 204.125 65.375, 203.875 65.375, 203.875 65.125, 204.125 65.125))"
27930,"POLYGON ((204.375 65.125, 204.375 65.375, 204.125 65.375, 204.125 65.125, 204.375 65.125))"
27931,"POLYGON ((204.625 65.125, 204.625 65.375, 204.375 65.375, 204.375 65.125, 204.625 65.125))"
27932,"POLYGON ((204.875 65.125, 204.875 65.375, 204.625 65.375, 204.625 65.125, 204.875 65.125))"
27933,"POLYGON ((205.125 65.125, 205.125 65.375, 204.875 65.375, 204.875 65.125, 205.125 65.125))"
27934,"POLYGON ((205.375 65.125, 205.375 65.375, 205.125 65.375, 205.125 65.125, 205.375 65.125))"
27935,"POLYGON ((205.625 65.125, 205.625 65.375, 205.375 65.375, 205.375 65.125, 205.625 65.125))"
27936,"POLYGON ((205.875 65.125, 205.875 65.375, 205.625 65.375, 205.625 65.125, 205.875 65.125))"
27937,"POLYGON ((206.125 65.125, 206.125 65.375, 205.875 65.375, 205.875 65.125, 206.125 65.125))"
27938,"POLYGON ((206.375 65.125, 206.375 65.375, 206.125 65.375, 206.125 65.125, 206.375 65.125))"
27939,"POLYGON ((206.625 65.125, 206.625 65.375, 206.375 65.375, 206.375 65.125, 206.625 65.125))"
27940,"POLYGON ((206.875 65.125, 206.875 65.375, 206.625 65.375, 206.625 65.125, 206.875 65.125))"
27941,"POLYGON ((207.125 65.125, 207.125 65.375, 206.875 65.375, 206.875 65.125, 207.125 65.125))"
27942,"POLYGON ((207.375 65.125, 207.375 65.375, 207.125 65.375, 207.125 65.125, 207.375 65.125))"
27943,"POLYGON ((207.625 65.125, 207.625 65.375, 207.375 65.375, 207.375 65.125, 207.625 65.125))"
27944,"POLYGON ((207.875 65.125, 207.875 65.375, 207.625 65.375, 207.625 65.125, 207.875 65.125))"
27945,"POLYGON ((208.125 65.125, 208.125 65.375, 207.875 65.375, 207.875 65.125, 208.125 65.125))"
27946,"POLYGON ((208.375 65.125, 208.375 65.375, 208.125 65.375, 208.125 65.125, 208.375 65.125))"
27947,"POLYGON ((208.625 65.125, 208.625 65.375, 208.375 65.375, 208.375 65.125, 208.625 65.125))"
27948,"POLYGON ((208.875 65.125, 208.875 65.375, 208.625 65.375, 208.625 65.125, 208.875 65.125))"
27949,"POLYGON ((209.125 65.125, 209.125 65.375, 208.875 65.375, 208.875 65.125, 209.125 65.125))"
27950,"POLYGON ((209.375 65.125, 209.375 65.375, 209.125 65.375, 209.125 65.125, 209.375 65.125))"
27951,"POLYGON ((209.625 65.125, 209.625 65.375, 209.375 65.375, 209.375 65.125, 209.625 65.125))"
27952,"POLYGON ((209.875 65.125, 209.875 65.375, 209.625 65.375, 209.625 65.125, 209.875 65.125))"
27953,"POLYGON ((210.125 65.125, 210.125 65.375, 209.875 65.375, 209.875 65.125, 210.125 65.125))"
27954,"POLYGON ((210.375 65.125, 210.375 65.375, 210.125 65.375, 210.125 65.125, 210.375 65.125))"
27955,"POLYGON ((210.625 65.125, 210.625 65.375, 210.375 65.375, 210.375 65.125, 210.625 65.125))"
27956,"POLYGON ((210.875 65.125, 210.875 65.375, 210.625 65.375, 210.625 65.125, 210.875 65.125))"
27957,"POLYGON ((211.125 65.125, 211.125 65.375, 210.875 65.375, 210.875 65.125, 211.125 65.125))"
27958,"POLYGON ((211.375 65.125, 211.375 65.375, 211.125 65.375, 211.125 65.125, 211.375 65.125))"
27959,"POLYGON ((211.625 65.125, 211.625 65.375, 211.375 65.375, 211.375 65.125, 211.625 65.125))"
27960,"POLYGON ((211.875 65.125, 211.875 65.375, 211.625 65.375, 211.625 65.125, 211.875 65.125))"
27961,"POLYGON ((212.125 65.125, 212.125 65.375, 211.875 65.375, 211.875 65.125, 212.125 65.125))"
27962,"POLYGON ((212.375 65.125, 212.375 65.375, 212.125 65.375, 212.125 65.125, 212.375 65.125))"
27963,"POLYGON ((212.625 65.125, 212.625 65.375, 212.375 65.375, 212.375 65.125, 212.625 65.125))"
27964,"POLYGON ((212.875 65.125, 212.875 65.375, 212.625 65.375, 212.625 65.125, 212.875 65.125))"
27965,"POLYGON ((213.125 65.125, 213.125 65.375, 212.875 65.375, 212.875 65.125, 213.125 65.125))"
27966,"POLYGON ((213.375 65.125, 213.375 65.375, 213.125 65.375, 213.125 65.125, 213.375 65.125))"
27967,"POLYGON ((213.625 65.125, 213.625 65.375, 213.375 65.375, 213.375 65.125, 213.625 65.125))"
27968,"POLYGON ((213.875 65.125, 213.875 65.375, 213.625 65.375, 213.625 65.125, 213.875 65.125))"
27969,"POLYGON ((214.125 65.125, 214.125 65.375, 213.875 65.375, 213.875 65.125, 214.125 65.125))"
27970,"POLYGON ((214.375 65.125, 214.375 65.375, 214.125 65.375, 214.125 65.125, 214.375 65.125))"
27971,"POLYGON ((214.625 65.125, 214.625 65.375, 214.375 65.375, 214.375 65.125, 214.625 65.125))"
27972,"POLYGON ((214.875 65.125, 214.875 65.375, 214.625 65.375, 214.625 65.125, 214.875 65.125))"
27973,"POLYGON ((215.125 65.125, 215.125 65.375, 214.875 65.375, 214.875 65.125, 215.125 65.125))"
27974,"POLYGON ((215.375 65.125, 215.375 65.375, 215.125 65.375, 215.125 65.125, 215.375 65.125))"
27975,"POLYGON ((215.625 65.125, 215.625 65.375, 215.375 65.375, 215.375 65.125, 215.625 65.125))"
27976,"POLYGON ((215.875 65.125, 215.875 65.375, 215.625 65.375, 215.625 65.125, 215.875 65.125))"
27977,"POLYGON ((216.125 65.125, 216.125 65.375, 215.875 65.375, 215.875 65.125, 216.125 65.125))"
27978,"POLYGON ((216.375 65.125, 216.375 65.375, 216.125 65.375, 216.125 65.125, 216.375 65.125))"
27979,"POLYGON ((216.625 65.125, 216.625 65.375, 216.375 65.375, 216.375 65.125, 216.625 65.125))"
27980,"POLYGON ((216.875 65.125, 216.875 65.375, 216.625 65.375, 216.625 65.125, 216.875 65.125))"
27981,"POLYGON ((217.125 65.125, 217.125 65.375, 216.875 65.375, 216.875 65.125, 217.125 65.125))"
27982,"POLYGON ((217.375 65.125, 217.375 65.375, 217.125 65.375, 217.125 65.125, 217.375 65.125))"
27983,"POLYGON ((217.625 65.125, 217.625 65.375, 217.375 65.375, 217.375 65.125, 217.625 65.125))"
27984,"POLYGON ((217.875 65.125, 217.875 65.375, 217.625 65.375, 217.625 65.125, 217.875 65.125))"
27985,"POLYGON ((218.125 65.125, 218.125 65.375, 217.875 65.375, 217.875 65.125, 218.125 65.125))"
27986,"POLYGON ((218.375 65.125, 218.375 65.375, 218.125 65.375, 218.125 65.125, 218.375 65.125))"
27987,"POLYGON ((218.625 65.125, 218.625 65.375, 218.375 65.375, 218.375 65.125, 218.625 65.125))"
27988,"POLYGON ((218.875 65.125, 218.875 65.375, 218.625 65.375, 218.625 65.125, 218.875 65.125))"
27989,"POLYGON ((219.125 65.125, 219.125 65.375, 218.875 65.375, 218.875 65.125, 219.125 65.125))"
27990,"POLYGON ((219.375 65.125, 219.375 65.375, 219.125 65.375, 219.125 65.125, 219.375 65.125))"
27991,"POLYGON ((219.625 65.125, 219.625 65.375, 219.375 65.375, 219.375 65.125, 219.625 65.125))"
27992,"POLYGON ((219.875 65.125, 219.875 65.375, 219.625 65.375, 219.625 65.125, 219.875 65.125))"
27993,"POLYGON ((220.125 65.125, 220.125 65.375, 219.875 65.375, 219.875 65.125, 220.125 65.125))"
27994,"POLYGON ((220.375 65.125, 220.375 65.375, 220.125 65.375, 220.125 65.125, 220.375 65.125))"
27995,"POLYGON ((220.625 65.125, 220.625 65.375, 220.375 65.375, 220.375 65.125, 220.625 65.125))"
27996,"POLYGON ((220.875 65.125, 220.875 65.375, 220.625 65.375, 220.625 65.125, 220.875 65.125))"
27997,"POLYGON ((221.125 65.125, 221.125 65.375, 220.875 65.375, 220.875 65.125, 221.125 65.125))"
27998,"POLYGON ((221.375 65.125, 221.375 65.375, 221.125 65.375, 221.125 65.125, 221.375 65.125))"
27999,"POLYGON ((221.625 65.125, 221.625 65.375, 221.375 65.375, 221.375 65.125, 221.625 65.125))"
28000,"POLYGON ((221.875 65.125, 221.875 65.375, 221.625 65.375, 221.625 65.125, 221.875 65.125))"
28001,"POLYGON ((222.125 65.125, 222.125 65.375, 221.875 65.375, 221.875 65.125, 222.125 65.125))"
28002,"POLYGON ((222.375 65.125, 222.375 65.375, 222.125 65.375, 222.125 65.125, 222.375 65.125))"
28003,"POLYGON ((222.625 65.125, 222.625 65.375, 222.375 65.375, 222.375 65.125, 222.625 65.125))"
28004,"POLYGON ((222.875 65.125, 222.875 65.375, 222.625 65.375, 222.625 65.125, 222.875 65.125))"
28005,"POLYGON ((223.125 65.125, 223.125 65.375, 222.875 65.375, 222.875 65.125, 223.125 65.125))"
28006,"POLYGON ((223.375 65.125, 223.375 65.375, 223.125 65.375, 223.125 65.125, 223.375 65.125))"
28007,"POLYGON ((223.625 65.125, 223.625 65.375, 223.375 65.375, 223.375 65.125, 223.625 65.125))"
28008,"POLYGON ((223.875 65.125, 223.875 65.375, 223.625 65.375, 223.625 65.125, 223.875 65.125))"
28009,"POLYGON ((224.125 65.125, 224.125 65.375, 223.875 65.375, 223.875 65.125, 224.125 65.125))"
28010,"POLYGON ((224.375 65.125, 224.375 65.375, 224.125 65.375, 224.125 65.125, 224.375 65.125))"
28011,"POLYGON ((224.625 65.125, 224.625 65.375, 224.375 65.375, 224.375 65.125, 224.625 65.125))"
28012,"POLYGON ((224.875 65.125, 224.875 65.375, 224.625 65.375, 224.625 65.125, 224.875 65.125))"
28013,"POLYGON ((225.125 65.125, 225.125 65.375, 224.875 65.375, 224.875 65.125, 225.125 65.125))"
28014,"POLYGON ((225.375 65.125, 225.375 65.375, 225.125 65.375, 225.125 65.125, 225.375 65.125))"
28015,"POLYGON ((225.625 65.125, 225.625 65.375, 225.375 65.375, 225.375 65.125, 225.625 65.125))"
28016,"POLYGON ((225.875 65.125, 225.875 65.375, 225.625 65.375, 225.625 65.125, 225.875 65.125))"
28017,"POLYGON ((226.125 65.125, 226.125 65.375, 225.875 65.375, 225.875 65.125, 226.125 65.125))"
28018,"POLYGON ((226.375 65.125, 226.375 65.375, 226.125 65.375, 226.125 65.125, 226.375 65.125))"
28019,"POLYGON ((226.625 65.125, 226.625 65.375, 226.375 65.375, 226.375 65.125, 226.625 65.125))"
28020,"POLYGON ((226.875 65.125, 226.875 65.375, 226.625 65.375, 226.625 65.125, 226.875 65.125))"
28021,"POLYGON ((227.125 65.125, 227.125 65.375, 226.875 65.375, 226.875 65.125, 227.125 65.125))"
28022,"POLYGON ((227.375 65.125, 227.375 65.375, 227.125 65.375, 227.125 65.125, 227.375 65.125))"
28023,"POLYGON ((227.625 65.125, 227.625 65.375, 227.375 65.375, 227.375 65.125, 227.625 65.125))"
28024,"POLYGON ((227.875 65.125, 227.875 65.375, 227.625 65.375, 227.625 65.125, 227.875 65.125))"
28025,"POLYGON ((228.125 65.125, 228.125 65.375, 227.875 65.375, 227.875 65.125, 228.125 65.125))"
28026,"POLYGON ((228.375 65.125, 228.375 65.375, 228.125 65.375, 228.125 65.125, 228.375 65.125))"
28027,"POLYGON ((228.625 65.125, 228.625 65.375, 228.375 65.375, 228.375 65.125, 228.625 65.125))"
28028,"POLYGON ((228.875 65.125, 228.875 65.375, 228.625 65.375, 228.625 65.125, 228.875 65.125))"
28029,"POLYGON ((229.125 65.125, 229.125 65.375, 228.875 65.375, 228.875 65.125, 229.125 65.125))"
28030,"POLYGON ((229.375 65.125, 229.375 65.375, 229.125 65.375, 229.125 65.125, 229.375 65.125))"
28031,"POLYGON ((229.625 65.125, 229.625 65.375, 229.375 65.375, 229.375 65.125, 229.625 65.125))"
28032,"POLYGON ((229.875 65.125, 229.875 65.375, 229.625 65.375, 229.625 65.125, 229.875 65.125))"
28033,"POLYGON ((230.125 65.125, 230.125 65.375, 229.875 65.375, 229.875 65.125, 230.125 65.125))"
28034,"POLYGON ((230.375 65.125, 230.375 65.375, 230.125 65.375, 230.125 65.125, 230.375 65.125))"
28035,"POLYGON ((230.625 65.125, 230.625 65.375, 230.375 65.375, 230.375 65.125, 230.625 65.125))"
28036,"POLYGON ((230.875 65.125, 230.875 65.375, 230.625 65.375, 230.625 65.125, 230.875 65.125))"
28037,"POLYGON ((231.125 65.125, 231.125 65.375, 230.875 65.375, 230.875 65.125, 231.125 65.125))"
28038,"POLYGON ((231.375 65.125, 231.375 65.375, 231.125 65.375, 231.125 65.125, 231.375 65.125))"
28039,"POLYGON ((231.625 65.125, 231.625 65.375, 231.375 65.375, 231.375 65.125, 231.625 65.125))"
28040,"POLYGON ((231.875 65.125, 231.875 65.375, 231.625 65.375, 231.625 65.125, 231.875 65.125))"
28041,"POLYGON ((232.125 65.125, 232.125 65.375, 231.875 65.375, 231.875 65.125, 232.125 65.125))"
28042,"POLYGON ((232.375 65.125, 232.375 65.375, 232.125 65.375, 232.125 65.125, 232.375 65.125))"
28043,"POLYGON ((232.625 65.125, 232.625 65.375, 232.375 65.375, 232.375 65.125, 232.625 65.125))"
28044,"POLYGON ((232.875 65.125, 232.875 65.375, 232.625 65.375, 232.625 65.125, 232.875 65.125))"
28045,"POLYGON ((233.125 65.125, 233.125 65.375, 232.875 65.375, 232.875 65.125, 233.125 65.125))"
28046,"POLYGON ((233.375 65.125, 233.375 65.375, 233.125 65.375, 233.125 65.125, 233.375 65.125))"
28047,"POLYGON ((233.625 65.125, 233.625 65.375, 233.375 65.375, 233.375 65.125, 233.625 65.125))"
28048,"POLYGON ((233.875 65.125, 233.875 65.375, 233.625 65.375, 233.625 65.125, 233.875 65.125))"
28049,"POLYGON ((234.125 65.125, 234.125 65.375, 233.875 65.375, 233.875 65.125, 234.125 65.125))"
28050,"POLYGON ((234.375 65.125, 234.375 65.375, 234.125 65.375, 234.125 65.125, 234.375 65.125))"
28051,"POLYGON ((234.625 65.125, 234.625 65.375, 234.375 65.375, 234.375 65.125, 234.625 65.125))"
28052,"POLYGON ((234.875 65.125, 234.875 65.375, 234.625 65.375, 234.625 65.125, 234.875 65.125))"
28053,"POLYGON ((235.125 65.125, 235.125 65.375, 234.875 65.375, 234.875 65.125, 235.125 65.125))"
28054,"POLYGON ((235.375 65.125, 235.375 65.375, 235.125 65.375, 235.125 65.125, 235.375 65.125))"
28055,"POLYGON ((235.625 65.125, 235.625 65.375, 235.375 65.375, 235.375 65.125, 235.625 65.125))"
28056,"POLYGON ((235.875 65.125, 235.875 65.375, 235.625 65.375, 235.625 65.125, 235.875 65.125))"
28057,"POLYGON ((236.125 65.125, 236.125 65.375, 235.875 65.375, 235.875 65.125, 236.125 65.125))"
28058,"POLYGON ((236.375 65.125, 236.375 65.375, 236.125 65.375, 236.125 65.125, 236.375 65.125))"
28059,"POLYGON ((236.625 65.125, 236.625 65.375, 236.375 65.375, 236.375 65.125, 236.625 65.125))"
28060,"POLYGON ((236.875 65.125, 236.875 65.375, 236.625 65.375, 236.625 65.125, 236.875 65.125))"
28061,"POLYGON ((237.125 65.125, 237.125 65.375, 236.875 65.375, 236.875 65.125, 237.125 65.125))"
28062,"POLYGON ((237.375 65.125, 237.375 65.375, 237.125 65.375, 237.125 65.125, 237.375 65.125))"
28063,"POLYGON ((237.625 65.125, 237.625 65.375, 237.375 65.375, 237.375 65.125, 237.625 65.125))"
28064,"POLYGON ((237.875 65.125, 237.875 65.375, 237.625 65.375, 237.625 65.125, 237.875 65.125))"
28065,"POLYGON ((238.125 65.125, 238.125 65.375, 237.875 65.375, 237.875 65.125, 238.125 65.125))"
28066,"POLYGON ((238.375 65.125, 238.375 65.375, 238.125 65.375, 238.125 65.125, 238.375 65.125))"
28067,"POLYGON ((238.625 65.125, 238.625 65.375, 238.375 65.375, 238.375 65.125, 238.625 65.125))"
28068,"POLYGON ((238.875 65.125, 238.875 65.375, 238.625 65.375, 238.625 65.125, 238.875 65.125))"
28069,"POLYGON ((239.125 65.125, 239.125 65.375, 238.875 65.375, 238.875 65.125, 239.125 65.125))"
28070,"POLYGON ((239.375 65.125, 239.375 65.375, 239.125 65.375, 239.125 65.125, 239.375 65.125))"
28071,"POLYGON ((239.625 65.125, 239.625 65.375, 239.375 65.375, 239.375 65.125, 239.625 65.125))"
28072,"POLYGON ((239.875 65.125, 239.875 65.375, 239.625 65.375, 239.625 65.125, 239.875 65.125))"
28073,"POLYGON ((240.125 65.125, 240.125 65.375, 239.875 65.375, 239.875 65.125, 240.125 65.125))"
28074,"POLYGON ((240.375 65.125, 240.375 65.375, 240.125 65.375, 240.125 65.125, 240.375 65.125))"
28075,"POLYGON ((240.625 65.125, 240.625 65.375, 240.375 65.375, 240.375 65.125, 240.625 65.125))"
28076,"POLYGON ((240.875 65.125, 240.875 65.375, 240.625 65.375, 240.625 65.125, 240.875 65.125))"
28077,"POLYGON ((241.125 65.125, 241.125 65.375, 240.875 65.375, 240.875 65.125, 241.125 65.125))"
28078,"POLYGON ((241.375 65.125, 241.375 65.375, 241.125 65.375, 241.125 65.125, 241.375 65.125))"
28079,"POLYGON ((241.625 65.125, 241.625 65.375, 241.375 65.375, 241.375 65.125, 241.625 65.125))"
28080,"POLYGON ((241.875 65.125, 241.875 65.375, 241.625 65.375, 241.625 65.125, 241.875 65.125))"
28081,"POLYGON ((242.125 65.125, 242.125 65.375, 241.875 65.375, 241.875 65.125, 242.125 65.125))"
28082,"POLYGON ((242.375 65.125, 242.375 65.375, 242.125 65.375, 242.125 65.125, 242.375 65.125))"
28083,"POLYGON ((242.625 65.125, 242.625 65.375, 242.375 65.375, 242.375 65.125, 242.625 65.125))"
